ID,X,Y,Population,Elevation,Slope,Land_cover,River_flow,Road_dist
213,232912.8958,8111543.538,22.19820028,201.4553934,3.683050857,2,,49.00125026
214,233913.1983,8111543.538,,215.7817374,2.360864719,1,,293.21127
215,234913.5009,8111543.538,,196.6916757,1.805411444,1,,353.3815802
216,235913.8034,8111543.538,,176.8215419,1.889089836,1,,420.5393593
217,236914.1059,8111543.538,,178.3947593,1.52524311,2,,200.5123958
218,237914.4085,8111543.538,10.61470104,184.7752785,3.076114154,2,,420.9136978
219,238914.711,8111543.538,10.10482081,194.7114008,0.973391805,2,,97.05578285
220,221909.568,8112543.841,34.86210305,180.0503935,1.723300623,2,,187.5528275
221,222909.8705,8112543.841,45.71925684,185.8925204,2.989200941,2,,88.00534988
222,223910.1731,8112543.841,40.37154095,189.3747567,2.222190382,2,,643.0164844
223,224910.4756,8112543.841,28.26117643,199.5503104,0.925818666,2,,349.2437167
224,225910.7781,8112543.841,,221.5635806,3.051705242,2,,664.1936626
225,226911.0806,8112543.841,,210.2652298,2.812205203,2,,1055.174783
226,227911.3832,8112543.841,6.838086928,197.0378404,3.80321762,2,,1507.91356
227,228911.6857,8112543.841,15.10331507,185.9167862,2.218389372,2,0.109689325,963.6349031
228,229911.9882,8112543.841,26.78493684,195.6396885,1.042662824,2,,25.44247774
229,230912.2908,8112543.841,23.67586901,184.5246814,2.493888319,2,,1004.565487
230,231912.5933,8112543.841,20.3635664,191.1518701,3.525182762,2,,1165.4625
231,232912.8958,8112543.841,13.03683018,214.3881378,3.259300396,2,,410.5034259
232,233913.1983,8112543.841,,216.5121338,1.863534785,1,,532.8983254
233,234913.5009,8112543.841,,192.1889126,0.939513508,1,,637.5574391
234,235913.8034,8112543.841,6.065818506,203.6772581,1.995195263,1,,553.8140256
235,236914.1059,8112543.841,,194.7770539,3.462120528,2,,713.2381278
236,237914.4085,8112543.841,,212.1631515,1.066876946,2,,572.4112147
237,238914.711,8112543.841,,196.955933,1.822823762,2,,756.1265128
238,220909.2655,8113544.143,13.57979987,175.3708013,0.68594263,2,0.155306935,238.0718527
239,221909.568,8113544.143,35.28172344,186.4365862,1.340690924,2,,332.4251528
240,222909.8705,8113544.143,57.6848406,191.9363175,1.343959424,2,,107.1636611
241,223910.1731,8113544.143,,204.4863476,2.793540804,2,,891.3080948
242,224910.4756,8113544.143,13.08665082,206.2465084,1.89563229,2,,1348.731828
243,225910.7781,8113544.143,,236.2753372,1.989709172,2,,1566.342816
244,226911.0806,8113544.143,5.696724511,211.2805621,2.770493232,2,,1948.784324
245,227911.3832,8113544.143,,211.9639004,4.291689924,2,,1913.746546
246,228911.6857,8113544.143,,215.1607283,4.069071182,2,,925.059759
247,229911.9882,8113544.143,32.37764032,206.0814929,2.094886934,2,,66.61381618
248,230912.2908,8113544.143,,198.5901055,3.044136599,2,,1064.01945
249,231912.5933,8113544.143,,188.4778647,1.707572871,2,,1605.968682
250,232912.8958,8113544.143,8.78537516,216.4060402,2.018111173,2,,840.5927237
251,233913.1983,8113544.143,,224.0288691,2.320859734,1,,127.7491515
252,234913.5009,8113544.143,8.407459928,215.8156563,2.655417756,1,,491.6334123
253,235913.8034,8113544.143,8.854544704,197.8156545,1.914470854,2,,1472.075166
254,236914.1059,8113544.143,8.484782973,224.2382492,2.311332391,1,,1615.026195
255,237914.4085,8113544.143,6.433199804,213.9433941,1.669637819,2,,1571.873747
256,219908.963,8114544.446,16.54777681,189.1871192,2.211443737,2,,592.2447094
257,220909.2655,8114544.446,,184.1935372,1.089975935,2,,290.8739924
258,221909.568,8114544.446,,195.3101978,0.796412419,2,,402.9103883
259,222909.8705,8114544.446,27.66994904,221.2658522,1.509120689,2,,204.3956984
260,223910.1731,8114544.446,,227.0270741,2.182095297,2,,506.120572
261,224910.4756,8114544.446,13.68633739,233.1631576,1.416197158,2,,1448.036019
262,225910.7781,8114544.446,6.457300792,236.7696983,4.146439196,2,,2429.970013
263,226911.0806,8114544.446,4.937252939,216.9108962,3.058861468,2,,2501.051702
264,227911.3832,8114544.446,,236.3954124,1.192273649,2,,1578.782421
265,228911.6857,8114544.446,,220.4159603,3.002690405,2,,725.1255065
266,229911.9882,8114544.446,44.30201098,202.3478448,1.811844423,2,,207.9396612
267,230912.2908,8114544.446,,204.0191215,3.286776054,2,,1174.582696
268,231912.5933,8114544.446,,210.6309626,3.039850933,2,,2014.601044
269,232912.8958,8114544.446,6.253456925,225.1584118,4.1564426,1,,1021.276312
270,233913.1983,8114544.446,,228.0432681,4.132731363,1,,90.40694691
271,234913.5009,8114544.446,,232.6132913,3.213075068,1,,683.8898509
272,235913.8034,8114544.446,,228.4588854,3.378884925,1,,655.0853528
273,236914.1059,8114544.446,13.50614716,222.7187926,1.653557531,1,,1146.525962
274,237914.4085,8114544.446,10.01908242,231.9218006,4.365110911,2,,2049.662665
275,219908.963,8115544.748,39.96771392,206.9403812,0.912568584,2,,35.43913308
276,220909.2655,8115544.748,40.03550692,191.8013725,0.409812705,2,,468.3454228
277,221909.568,8115544.748,,193.239294,2.47984434,2,,458.9222394
278,222909.8705,8115544.748,,225.7373221,2.462405462,2,,587.9357567
279,223910.1731,8115544.748,,248.2555732,2.651528405,2,,410.0138174
280,224910.4756,8115544.748,14.96853475,271.2318147,3.260661791,1,,1410.061532
281,225910.7781,8115544.748,6.964277589,248.868477,3.214106971,2,,2409.951698
282,226911.0806,8115544.748,,230.0400709,3.528813642,2,,2065.200484
283,227911.3832,8115544.748,,245.5368709,1.618960067,2,,1138.432567
284,228911.6857,8115544.748,14.88869032,218.2868038,2.964874175,2,,323.7212956
285,229911.9882,8115544.748,,197.2036911,1.766620998,2,,622.4515875
286,230912.2908,8115544.748,12.45618458,208.7265239,3.016649797,2,,1491.75448
287,231912.5933,8115544.748,8.461205775,223.2035281,4.013508334,2,,2169.052039
288,232912.8958,8115544.748,,243.8374893,1.874236835,2,,1293.376419
289,233913.1983,8115544.748,5.963123058,251.0784388,2.340138308,1,,599.0345925
290,234913.5009,8115544.748,6.113711267,254.4744583,0.716760468,1,,50.77217132
291,235913.8034,8115544.748,,229.9809267,2.392315853,1,,254.0116231
292,236914.1059,8115544.748,23.04599143,296.4443458,29.88756946,2,,1004.805728
293,237914.4085,8115544.748,15.69276909,226.470171,6.072396086,2,,1973.88698
294,219908.963,8116545.051,38.50424974,200.0512759,1.944028042,2,,102.5322839
295,220909.2655,8116545.051,44.44370956,210.2492251,1.512294311,2,,36.68007039
296,221909.568,8116545.051,75.44258663,212.8909788,3.505578882,2,,25.20302792
297,222909.8705,8116545.051,,210.3841911,1.514218218,2,,415.0970686
298,223910.1731,8116545.051,15.53707689,251.2070739,2.613132387,2,,519.4723457
299,224910.4756,8116545.051,17.77012047,329.8843416,6.612744065,2,,1511.90502
300,225910.7781,8116545.051,9.625605465,279.1730069,4.057915997,1,,2050.805747
301,226911.0806,8116545.051,10.30994172,247.4382562,1.575613764,2,,1758.887196
302,227911.3832,8116545.051,14.97344529,242.5226685,1.210771046,2,,834.044796
303,228911.6857,8116545.051,22.0127586,234.2232277,1.378816569,2,,162.5285529
304,229911.9882,8116545.051,,205.3881173,3.027134066,2,,1074.296877
305,230912.2908,8116545.051,,225.5721519,3.272049255,2,,1902.056039
306,231912.5933,8116545.051,,205.8001735,0.705293818,2,0.087513901,2237.289649
307,232912.8958,8116545.051,10.10227368,225.8914478,2.672618473,2,,1244.091849
308,233913.1983,8116545.051,7.76037937,236.1271016,2.295096002,1,,292.7272124
309,234913.5009,8116545.051,,256.3183483,1.19380679,1,,186.7093403
310,235913.8034,8116545.051,7.237829358,246.9349864,1.948303185,1,,1056.880914
311,236914.1059,8116545.051,11.39940018,228.1129053,2.030742159,2,,1642.052429
312,237914.4085,8116545.051,,204.3774691,3.150799754,2,,2364.857897
313,218908.6604,8117545.354,,194.7207612,1.890906688,2,0.208573625,922.2724668
314,219908.963,8117545.354,19.24170257,224.8405723,2.417355201,2,,648.0997365
315,220909.2655,8117545.354,20.30128434,236.3440332,2.168828007,2,,800.3290285
316,221909.568,8117545.354,,213.1323666,0.902316816,2,,831.2689072
317,222909.8705,8117545.354,16.81954088,222.1389156,2.79520305,2,,350.2082652
318,223910.1731,8117545.354,19.29889915,252.0632899,1.928264467,2,,387.5155408
319,224910.4756,8117545.354,28.00242184,302.5562358,3.068710135,1,,1257.903944
320,225910.7781,8117545.354,21.0915654,276.9807733,4.003938107,1,,1058.439173
321,226911.0806,8117545.354,17.20454411,257.2878752,3.095819938,2,,1027.561767
322,227911.3832,8117545.354,39.09785067,230.6324642,2.920386093,2,,492.9568258
323,228911.6857,8117545.354,,216.5824751,2.619454621,2,,443.1775725
324,229911.9882,8117545.354,,215.2769884,2.951118094,2,,1083.36848
325,230912.2908,8117545.354,,242.8646069,1.333672999,1,,1640.836521
326,231912.5933,8117545.354,,221.3042498,1.575198654,2,,2266.609523
327,232912.8958,8117545.354,7.234178298,229.2670318,1.616203048,1,,1703.957069
328,233913.1983,8117545.354,6.406535631,230.6072983,3.738251565,2,,1166.647321
329,234913.5009,8117545.354,,234.2689878,3.281814383,1,,423.1513037
330,235913.8034,8117545.354,8.342362635,223.614269,3.14331358,2,,985.2169554
331,236914.1059,8117545.354,10.33643433,204.4049417,1.297186471,2,,1939.963445
332,237914.4085,8117545.354,11.69982883,210.5455127,2.047859393,1,,2925.316082
333,216908.0554,8118545.656,,215.1860919,2.77372682,2,,2196.51937
334,217908.3579,8118545.656,,209.905982,0.964874417,2,,2269.131008
335,218908.6604,8118545.656,,213.8860898,1.736889095,2,,1736.590805
336,219908.963,8118545.656,,212.0534812,1.590160071,2,,1579.196378
337,220909.2655,8118545.656,7.326723962,240.8383562,3.982290283,2,,1642.241027
338,221909.568,8118545.656,7.609430162,231.9238972,4.208121986,2,,1763.927318
339,222909.8705,8118545.656,8.621077266,243.2898327,4.694715956,2,,959.7684232
340,223910.1731,8118545.656,22.08749499,231.7954827,0.760742895,1,,86.72251854
341,224910.4756,8118545.656,45.87694308,267.5728138,4.297465324,2,,374.6023015
342,225910.7781,8118545.656,55.05461628,257.6014824,2.721909907,2,,90.21259936
343,226911.0806,8118545.656,35.95524479,231.6411663,1.98160616,2,,114.790018
344,227911.3832,8118545.656,47.87549053,222.8163664,2.227252024,2,,146.8621836
345,228911.6857,8118545.656,36.78397973,216.7712057,2.299074845,2,,138.8738571
346,229911.9882,8118545.656,38.55508103,244.3760376,1.772439937,2,,226.2223318
347,230912.2908,8118545.656,,252.1680553,1.598697928,2,,875.0278659
348,231912.5933,8118545.656,12.11195455,238.7624305,2.516972851,1,,1382.048941
349,232912.8958,8118545.656,,225.4318798,1.896141565,2,,1769.220017
350,233913.1983,8118545.656,10.24098407,217.9582539,0.858591254,2,,1791.5436
351,234913.5009,8118545.656,,205.9267645,1.363680428,2,,1414.21837
352,235913.8034,8118545.656,,200.3104431,3.288884736,2,,1670.810888
353,236914.1059,8118545.656,6.536059964,192.3678983,2.221449531,2,,1899.314284
354,237914.4085,8118545.656,6.811003776,186.1153756,2.275983687,2,,2369.444974
355,238914.711,8118545.656,8.41128446,190.0209116,2.111177292,1,,2790.640603
356,216908.0554,8119545.958,,235.856114,1.523062019,2,,1342.582704
357,217908.3579,8119545.958,6.164180679,233.6125658,2.911320285,2,,2133.863553
358,218908.6604,8119545.958,,232.091546,4.682664669,2,,2679.947582
359,219908.963,8119545.958,,219.3304494,2.334356012,2,,2559.589914
360,220909.2655,8119545.958,7.129886284,216.8338006,1.634009659,1,,2598.960354
361,221909.568,8119545.958,6.229625589,244.5604026,3.150945603,2,,1889.846837
